dynasty_id,dynasty,reignTitle,monarch,monarchName,beginYear,endYear,label,uri
东晋,东晋,太和,废帝,司马奕,366,371,东晋太和,http://data.library.sh.cn/authority/temporal/v4htuktvexdm3cg8
,,凤凰,,李弘,370,370,凤凰,http://data.library.sh.cn/authority/temporal/b15wc9dee8yfi5xq
东晋,东晋,咸安,简文帝,司马昱,371,372,东晋咸安,http://data.library.sh.cn/authority/temporal/6mll8w8vcrvwomwa
东晋,东晋,宁康,孝武帝,司马曜,373,375,东晋宁康,http://data.library.sh.cn/authority/temporal/87957bvxwyd96fpy
东晋,东晋,太元,孝武帝,司马曜,376,396,东晋太元,http://data.library.sh.cn/authority/temporal/o66peie5uq7orcmy
后秦,后秦,白雀,,姚苌,384,386,后秦白雀,http://data.library.sh.cn/authority/temporal/rerrvzs5i41ek322
后燕,后燕,燕元,,慕容垂,384,386,后燕燕元,http://data.library.sh.cn/authority/temporal/qpf6tvrdf3uigzid
西燕,西燕,燕兴,,慕容泓,384,384,西燕燕兴,http://data.library.sh.cn/authority/temporal/6ppukrc66giizztl
前秦,前秦,太安,,苻丕,385,386,前秦太安,http://data.library.sh.cn/authority/temporal/4rg9wy76h8h1yusu
西燕,西燕,更始,,慕容冲,385,386,西燕更始,http://data.library.sh.cn/authority/temporal/s9u6klxxh8qwmj4j
西秦,西秦,建义,,乞伏国仁,385,388,西秦建义,http://data.library.sh.cn/authority/temporal/nyua2pdcu3e8rfr1
前秦,前秦,太初,,苻登,386,394,前秦太初,http://data.library.sh.cn/authority/temporal/fapicjla6u3xcc51
后凉,后凉,大安,,吕光,386,389,后凉太安,http://data.library.sh.cn/authority/temporal/31r8d7pv7cszdi1i
后燕,后燕,建兴,,慕容垂,386,396,后燕建兴,http://data.library.sh.cn/authority/temporal/hk99dqy2dyscqksi
西燕,西燕,昌平,,段随,386,387,西燕昌平,http://data.library.sh.cn/authority/temporal/gzoces1o85of1d1x
后秦,后秦,建初,,姚苌,386,394,后秦建初,http://data.library.sh.cn/authority/temporal/31h1cdydu53bwx5k
西燕,西燕,建明,,慕容顗,387,388,西燕建明,http://data.library.sh.cn/authority/temporal/g646cintnmwm3bir
北魏,北魏,登国,道武帝,拓跋珪,387,396,北魏登国,http://data.library.sh.cn/authority/temporal/qrrpo6xemfzxb9ej
西燕,西燕,建平,,慕容瑶,388,389,西燕建平,http://data.library.sh.cn/authority/temporal/cdlwuqvsqked4jpu
西秦,西秦,太初,,乞伏乾归,388,400,西秦太初,http://data.library.sh.cn/authority/temporal/yfyzylbhgrs6hsfd
西燕,西燕,建武,,慕容忠,389,390,西燕建武,http://data.library.sh.cn/authority/temporal/1sxouuabt2qppmr1
后凉,后凉,麟嘉,,吕光,389,396,后凉麟嘉,http://data.library.sh.cn/authority/temporal/43pkuu1eols7y8mw
西燕,西燕,中兴,,慕容永,390,394,西燕中兴,http://data.library.sh.cn/authority/temporal/touwlrjjfunlueh7
后秦,后秦,皇初,,姚兴,394,399,后秦皇初,http://data.library.sh.cn/authority/temporal/hulshx5nizy7d4x1
前秦,前秦,延初,,苻崇,394,394,前秦延初,http://data.library.sh.cn/authority/temporal/i7dxrek7j32mwfo4
后燕,后燕,永康,,慕容宝,396,398,后燕永康,http://data.library.sh.cn/authority/temporal/om9zbpqfgkunlfj9
北魏,北魏,皇始,道武帝,拓跋珪,396,398,北魏皇始,http://data.library.sh.cn/authority/temporal/sag5ex1iu947hbk2
北凉,北凉,神玺,,段业,396,398,北凉神玺,http://data.library.sh.cn/authority/temporal/44wrd9wm6krxbbxn
后凉,后凉,龙飞,,吕光,396,399,后凉龙飞,http://data.library.sh.cn/authority/temporal/x8751ofsp62kjtqt
南燕,南燕,建始,,慕容详,397,397,南燕建始,http://data.library.sh.cn/authority/temporal/mu99yrt998orijpj
南燕,南燕,延平,,慕容麟,397,397,南燕延平,http://data.library.sh.cn/authority/temporal/dzdc7jnin1l6ldeu
东晋,东晋,隆安,安帝,司马德宗,397,401,东晋隆安,http://data.library.sh.cn/authority/temporal/9miy4r4uvjbhtfhj
南凉,南凉,太初,,秃髮乌孤,397,399,南凉太初,http://data.library.sh.cn/authority/temporal/9xfzdakwn1wzfhlm
,,青龙,,兰汗,398,398,青龙,http://data.library.sh.cn/authority/temporal/vog75aljxox6o376
南燕,南燕,,,慕容德,398,399,南燕,http://data.library.sh.cn/authority/temporal/zr3yp5qd449ijm98
北凉,北凉,天玺,,段业,398,401,北凉天玺,http://data.library.sh.cn/authority/temporal/mwgndj4agyqwwqm4
北魏,北魏,天兴,道武帝,拓跋珪,398,404,北魏天兴,http://data.library.sh.cn/authority/temporal/qwovk371faum9xt7
后燕,后燕,建平,,慕容盛,398,398,后燕建平,http://data.library.sh.cn/authority/temporal/2opw3gpi11has2o8
后燕,后燕,长乐,,慕容盛,399,401,后燕长乐,http://data.library.sh.cn/authority/temporal/x9sx3q3jjdmxt7qt
后凉,后凉,承康,,吕绍,399,400,后凉承康,http://data.library.sh.cn/authority/temporal/rvnhm49lwomhvqxd
后秦,后秦,弘始,,姚兴,399,416,后秦弘始,http://data.library.sh.cn/authority/temporal/srt3vkxgu4rx1k8w
南燕,南燕,建平,,慕容德,400,405,南燕建平,http://data.library.sh.cn/authority/temporal/2madv7bf2uknxwoo
西凉,西凉,庚子,,李暠,400,404,西凉庚子,http://data.library.sh.cn/authority/temporal/ey21t7scwmyf95tq
南凉,南凉,建和,,秃髮利鹿孤,400,402,南凉建和,http://data.library.sh.cn/authority/temporal/jq5yzepxqzsagemm
,,永始,,桓玄,401,404,永始,http://data.library.sh.cn/authority/temporal/burbklxi1u6a8en8
后凉,后凉,咸宁,,吕纂,401,401,后凉咸宁,http://data.library.sh.cn/authority/temporal/5gufxjdt2xom753h
北凉,北凉,永安,,沮渠蒙逊,401,412,北凉永安,http://data.library.sh.cn/authority/temporal/d7x2uy6zcyhqpoks
后凉,后凉,神鼎,,吕隆,401,403,后凉神鼎,http://data.library.sh.cn/authority/temporal/i524uohjcxlqb3qv
后燕,后燕,光始,,慕容熙,401,407,后燕光始,http://data.library.sh.cn/authority/temporal/aqdpqzm9d9zelta7
南凉,南凉,弘昌,,秃髮傉檀,402,404,南凉弘昌,http://data.library.sh.cn/authority/temporal/3ho22mhpth8w8uy4
东晋,东晋,元兴,安帝,司马德宗,402,404,东晋元兴,http://data.library.sh.cn/authority/temporal/7qoibz4hyub5xosg
东晋,东晋,大亨,安帝,司马德宗,403,403,东晋大亨,http://data.library.sh.cn/authority/temporal/jxbm2w59uwzfejjd
北魏,北魏,天赐,道武帝,拓跋珪,404,410,北魏天赐,http://data.library.sh.cn/authority/temporal/elloygibp3846umw
南燕,南燕,太上,,慕容超,405,410,南燕太上,http://data.library.sh.cn/authority/temporal/6pb7b8vs4gfvc1h6
东晋,东晋,义熙,安帝,司马德宗,405,418,东晋义熙,http://data.library.sh.cn/authority/temporal/hmocr5kdvyc1zxkt
西凉,西凉,建初,,李暠,405,417,西凉建初,http://data.library.sh.cn/authority/temporal/azpdlaoy7sx5vbcw
,,圣明,,陈瞻,406,406,圣明,http://data.library.sh.cn/authority/temporal/bu5jp3qxdisrb4r6
胡夏,胡夏,龙昇,,赫连勃勃,407,413,胡夏龙昇,http://data.library.sh.cn/authority/temporal/i7pdzuwk392ajhtb
后燕,后燕,建始,,慕容熙,407,408,后燕建始,http://data.library.sh.cn/authority/temporal/xom1goesh7gr9pik
西秦,西秦,更始,,乞伏乾归,407,412,西秦更始,http://data.library.sh.cn/authority/temporal/bqt38rprt9zeq612
南凉,南凉,嘉平,,秃髮傉檀,407,415,南凉嘉平,http://data.library.sh.cn/authority/temporal/i5rgzmo9duxubt92
北燕,北燕,正始,,高雲,408,410,北燕正始,http://data.library.sh.cn/authority/temporal/voqzksxpe2jvpcb5
北魏,北魏,永兴,明元帝,拓跋嗣,410,413,北魏永兴,http://data.library.sh.cn/authority/temporal/l8zobg6x2zgm4533
北燕,北燕,太平,,冯跋,410,420,北燕太平,http://data.library.sh.cn/authority/temporal/e8qk1nbugeisk22d
西秦,西秦,永康,,乞伏炽磐,412,419,西秦永康,http://data.library.sh.cn/authority/temporal/q9uyn9e7jmwt2wnf
北凉,北凉,玄始,,沮渠蒙逊,412,428,北凉玄始,http://data.library.sh.cn/authority/temporal/5psm1qtb2nz51g4e
胡夏,胡夏,凤翔,,赫连勃勃,413,418,胡夏凤翔,http://data.library.sh.cn/authority/temporal/aqvtsbdajcpjsi9g
北魏,北魏,神瑞,明元帝,拓跋嗣,414,416,北魏神瑞,http://data.library.sh.cn/authority/temporal/e1hoktj7tae9mbhx
南凉,南凉,建平,,刘虎,415,416,南凉建平,http://data.library.sh.cn/authority/temporal/t5izdjm3kvej6e55
北魏,北魏,泰常,明元帝,拓跋嗣,416,420,北魏泰常,http://data.library.sh.cn/authority/temporal/89ncmrrtjfzjwzpm
后秦,后秦,永和,,姚泓,416,417,后秦永和,http://data.library.sh.cn/authority/temporal/jlxv84gnjjmmlkym
西凉,西凉,嘉兴,,李歆,417,420,西凉嘉兴,http://data.library.sh.cn/authority/temporal/x6qqzyhft5c5d6hy
胡夏,胡夏,昌武,,赫连勃勃,418,419,胡夏昌武,http://data.library.sh.cn/authority/temporal/kpmfpikv61fjgd3i
东晋,东晋,元熙,恭帝,司马德文,419,420,东晋元熙,http://data.library.sh.cn/authority/temporal/btouqplmphfzg46v
胡夏,胡夏,真兴,,赫连勃勃,419,420,胡夏真兴,http://data.library.sh.cn/authority/temporal/llccf1uamsi8km69
南北朝,南北朝,,,,420,589,南北朝,http://data.library.sh.cn/authority/temporal/5i5tfgls2eofno3s
北燕,北燕,永康,,乞伏炽磐,420,430,北燕永康,http://data.library.sh.cn/authority/temporal/7zrqfugejdhxw2be
北魏,北魏,泰常,,NON,420,423,北魏泰常,http://data.library.sh.cn/authority/temporal/zix3rpq6ss4fzbz5
西秦,西秦,建弘,,乞伏炽磐,420,420,西秦建弘,http://data.library.sh.cn/authority/temporal/443i7njox2adyvmh
西秦,西秦,凤翔,,龙昇,420,428,西秦凤翔,http://data.library.sh.cn/authority/temporal/v4gmhbejyqmnw4q1
西凉,西凉,永建,,李恂,420,421,西凉永建,http://data.library.sh.cn/authority/temporal/4hsdazocx3odvpqf
南朝宋,南朝宋,永初,武帝,刘裕,420,422,南朝宋永初,http://data.library.sh.cn/authority/temporal/2xss4el8viwbpcy4
夏(刘虎),夏,建平,,刘虎,421,428,夏建平,http://data.library.sh.cn/authority/temporal/izq73mev4g3ajor2
,,永和,,姚泓,422,426,永和,http://data.library.sh.cn/authority/temporal/1lj748c48wkjir36
南朝宋,南朝宋,景平,少帝,刘义符,423,424,南朝宋景平,http://data.library.sh.cn/authority/temporal/gnco7u6il7wmxef5
北魏,北魏,始光,太武帝,拓跋焘,424,428,北魏始光,http://data.library.sh.cn/authority/temporal/he8qzmgecdz4uv43
南朝宋,南朝宋,元嘉,文帝,刘义隆,424,453,南朝宋元嘉,http://data.library.sh.cn/authority/temporal/jhrtf9kfdxa7j97c
北凉,北凉,承玄,,沮渠蒙逊,428,431,北凉承玄,http://data.library.sh.cn/authority/temporal/nxuqkrtrgl71y2cc
胡夏,胡夏,胜光,,赫连定,428,431,胡夏胜光,http://data.library.sh.cn/authority/temporal/y8m25t6dis5wp1mb
西秦,西秦,永弘,,乞伏暮末,428,431,西秦永弘,http://data.library.sh.cn/authority/temporal/lztlkfnx5lhl6ui8
北魏,北魏,神麚,太武帝,拓跋焘,428,431,北魏神麚,http://data.library.sh.cn/authority/temporal/2qp68on88us2xz2o
北燕,北燕,冯弘,,乞伏炽磐,430,430,北燕冯弘,http://data.library.sh.cn/authority/temporal/9bkoaaxjwtyomykt
西秦,西秦,真兴,,乞伏暮末,431,431,西秦真兴,http://data.library.sh.cn/authority/temporal/fztdx37xm914ader
北凉,北凉,义和,,沮渠蒙逊,431,433,北凉义和,http://data.library.sh.cn/authority/temporal/tf5696y1lqpkfs9z
西秦,西秦,昌武,,乞伏暮末,431,431,西秦昌武,http://data.library.sh.cn/authority/temporal/hktmmulk9oaq2423
北燕,北燕,建弘,,乞伏炽磐,431,436,北燕建弘,http://data.library.sh.cn/authority/temporal/ysh28iuu62mtl6x4
,,泰始,,程道养,432,437,泰始,http://data.library.sh.cn/authority/temporal/xx88vihczog4bvfx
北魏,北魏,延和,太武帝,拓跋焘,432,434,北魏延和,http://data.library.sh.cn/authority/temporal/etarx5tv2mrcbx9e
北凉,北凉,承和,,沮渠牧犍,434,440,北凉永和,http://data.library.sh.cn/authority/temporal/kjbdc1af1an2x71w
北魏,北魏,太延,太武帝,拓跋焘,435,440,北魏太延,http://data.library.sh.cn/authority/temporal/34yp642vl3jivzim
,,建义,,杨难当,436,442,建义,http://data.library.sh.cn/authority/temporal/m4yc5ifqe5b4rmyu
北魏,北魏,太平真君,太武帝,拓跋焘,440,451,北魏太平真君,http://data.library.sh.cn/authority/temporal/oln32dsq9mtme7z9
北凉,北凉,承平,,沮渠无讳,441,460,北凉承平,http://data.library.sh.cn/authority/temporal/b8ysvimbrqy5q6pl
北魏,北魏,正平,太武帝,拓跋焘,451,452,北魏正平,http://data.library.sh.cn/authority/temporal/acukmb8b7c1i76dm
北魏,北魏,承平,南安王,拓跋余,452,453,北魏承平,http://data.library.sh.cn/authority/temporal/ewic2so6sellt3cc
,,太初,,刘劭,453,453,太初,http://data.library.sh.cn/authority/temporal/abw7yaalchdudkbp
北魏,北魏,兴安,文成帝,拓跋濬,453,455,北魏兴安,http://data.library.sh.cn/authority/temporal/twojj3tky2uf8lym
南朝宋,南朝宋,孝建,孝武帝,刘骏,454,456,南朝宋孝建,http://data.library.sh.cn/authority/temporal/xatg9m2vyz8tddd1
北魏,北魏,兴光,文成帝,拓跋濬,455,459,北魏兴光,http://data.library.sh.cn/authority/temporal/sy46oikhc5p7nf31
北魏,北魏,太安,文成帝,拓跋濬,455,455,北魏太安,http://data.library.sh.cn/authority/temporal/gyewqnado4ekjy9n
南朝宋,南朝宋,大明,孝武帝,刘骏,457,464,南朝宋大明,http://data.library.sh.cn/authority/temporal/4yzlpaqguntedth3
北魏,北魏,和平,文成帝,拓跋濬,460,465,北魏和平,http://data.library.sh.cn/authority/temporal/4pm5rzpvcyrvshoq
柔然,柔然,永康,,受罗部真可汗,464,484,柔然永康,http://data.library.sh.cn/authority/temporal/69s8uks2dbmpmars
南朝宋,南朝宋,泰始,明帝,刘彧,465,471,南朝宋泰始,http://data.library.sh.cn/authority/temporal/ghv8uzn43p3l535n
南朝宋,南朝宋,永光,前废帝,刘子业,465,465,南朝宋永光,http://data.library.sh.cn/authority/temporal/52cuuvfk24chtq5a
南朝宋,南朝宋,景和,前废帝,刘子业,465,465,南朝宋景和,http://data.library.sh.cn/authority/temporal/15a8jrfhphayrp63
北魏,北魏,天安,献文帝,拓跋弘,466,467,北魏天安,http://data.library.sh.cn/authority/temporal/hvmtyds3caqqvddu
北魏,北魏,皇兴,献文帝,拓跋弘,467,471,北魏皇兴,http://data.library.sh.cn/authority/temporal/7d8sbfgjum1ndt4t
北魏,北魏,延兴,孝文帝,元宏,471,476,北魏延兴,http://data.library.sh.cn/authority/temporal/1d8tsxi4wnjinai9
南朝宋,南朝宋,泰豫,明帝,刘彧,472,472,南朝宋泰豫,http://data.library.sh.cn/authority/temporal/l6eun36qjsx22ehp
南朝宋,南朝宋,元徽,后废帝,刘昱,473,477,南朝宋元徽,http://data.library.sh.cn/authority/temporal/7za2lwuevdgxgur1
北魏,北魏,承明,孝文帝,元宏,476,476,北魏承明,http://data.library.sh.cn/authority/temporal/bnvgnsh8buss4zya
北魏,北魏,太和,孝文帝,元宏,477,499,北魏太和,http://data.library.sh.cn/authority/temporal/savsaojwo5g1p6io
南朝宋,南朝宋,昇明,顺帝,刘準,477,479,南朝宋昇明,http://data.library.sh.cn/authority/temporal/5zx95yp5b45bpfay
南齐,南齐,建元,高帝,萧道成,480,482,南齐建元,http://data.library.sh.cn/authority/temporal/8y3kyrwvdxuq8pgf
南齐,南齐,永明,武帝,萧赜,483,493,南齐永明,http://data.library.sh.cn/authority/temporal/chw9xq7jkkqcnu15
,,兴平,,唐寓之,485,486,兴平,http://data.library.sh.cn/authority/temporal/xi7lk9p6blicj3b5
柔然,柔然,太平,,伏名敦可汗,485,491,柔然太平,http://data.library.sh.cn/authority/temporal/wtrghq8ls4rrvab6
柔然,柔然,太安,,候其伏代库者可汗,492,505,柔然太安,http://data.library.sh.cn/authority/temporal/1eq8ib28atkyt4k8
南齐,南齐,隆昌,鬱林王,萧昭业,494,495,南齐隆昌,http://data.library.sh.cn/authority/temporal/5ebpipuynsd61v2l
南齐,南齐,延兴,海陵王,萧昭文,495,495,南齐延兴,http://data.library.sh.cn/authority/temporal/5s2qzj1e6qphrp4r
南齐,南齐,建武,明帝,萧鸾,495,498,南齐建武,http://data.library.sh.cn/authority/temporal/wfpq126t2ybu3mbv
南齐,南齐,永泰,东昏侯,萧宝卷,498,498,南齐永泰,http://data.library.sh.cn/authority/temporal/zj385ksioq6zf52v
南齐,南齐,永元,东昏侯,萧宝卷,499,501,南齐永元,http://data.library.sh.cn/authority/temporal/dzktbpvwbmv4i3dy
,,建义,,雍道晞,500,500,建义,http://data.library.sh.cn/authority/temporal/hksh4q64lnhdzotx
北魏,北魏,景明,宣武帝,元恪,500,503,北魏景明,http://data.library.sh.cn/authority/temporal/cxpmkpq7xsk92szt
南齐,南齐,中兴,和帝,萧宝融,501,502,南齐中兴,http://data.library.sh.cn/authority/temporal/neshqw3l83i5bqso
梁,梁,天监,武帝,萧衍,503,519,梁天监,http://data.library.sh.cn/authority/temporal/bf195i3lq1i8hpqm
北魏,北魏,正始,宣武帝,元恪,504,508,北魏正始,http://data.library.sh.cn/authority/temporal/g9vmk1xzwcwp61nq
,,建明,,吕苟儿,506,506,建明,http://data.library.sh.cn/authority/temporal/ctfeo8ltas5fsgmt
柔然,柔然,始平,,佗汗可汗,506,507,柔然始平,http://data.library.sh.cn/authority/temporal/u59nykt3lyta2zp9
柔然,柔然,建昌,,豆罗伏跋豆伐可汗,508,520,柔然建昌,http://data.library.sh.cn/authority/temporal/8sx6md9iq27jqr4c
北魏,北魏,永平,宣武帝,元恪,508,512,北魏永平,http://data.library.sh.cn/authority/temporal/nnlx3ab5wjg5nt4z
北魏,北魏,延昌,宣武帝,元恪,512,515,北魏延昌,http://data.library.sh.cn/authority/temporal/cjgzypd7x754n4g8
北魏,北魏,熙平,孝明帝,元诩,516,518,北魏熙平,http://data.library.sh.cn/authority/temporal/bm97wl47ik9ocew2
北魏,北魏,神龟,孝明帝,元诩,518,520,北魏神龟,http://data.library.sh.cn/authority/temporal/gc66rmk7e5p8m5hz
梁,梁,普通,武帝,萧衍,520,527,梁普通,http://data.library.sh.cn/authority/temporal/wb3h3c7v48f1t1hg
北魏,北魏,正光,孝明帝,元诩,520,525,北魏正光,http://data.library.sh.cn/authority/temporal/isbc4jw1y6g8rxpj
,,真王,,破六韩拔陵,523,525,真王,http://data.library.sh.cn/authority/temporal/j3adgs718r86ik44
,,天建,,莫折念生,524,527,天建,http://data.library.sh.cn/authority/temporal/xlzyxhvammbcrigr
,,真王,,杜洛周,525,528,真王,http://data.library.sh.cn/authority/temporal/sho27w2rmny31e2q
,,神嘉,,刘蠡升,525,535,神嘉,http://data.library.sh.cn/authority/temporal/yv4dvcga1czq2gjm
北魏,北魏,孝昌,孝明帝,元诩,525,527,北魏孝昌,http://data.library.sh.cn/authority/temporal/vegv662mifiotg1z
,,广安,,葛荣,526,528,广安,http://data.library.sh.cn/authority/temporal/ioz7ymt44hjv21yx
,,鲁兴,,鲜于修礼,526,526,鲁兴,http://data.library.sh.cn/authority/temporal/dhhe95v8l4ozxe2m
,,隆绪,,萧宝寅,527,528,隆绪,http://data.library.sh.cn/authority/temporal/yiifcof65iv19t6h
梁,梁,大通,武帝,萧衍,527,529,梁大通,http://data.library.sh.cn/authority/temporal/fq7f9epifcro1msh
,,天统,,邢杲,528,529,天统,http://data.library.sh.cn/authority/temporal/ac1llylnumapkzeo
,,神兽,,万俟醜奴,528,530,神兽,http://data.library.sh.cn/authority/temporal/ocxugvq75dmfmp59
北魏,北魏,武泰,孝明帝,元诩,528,530,北魏武泰,http://data.library.sh.cn/authority/temporal/cb28gp81iupq74zw
,,孝基,,元颢,529,529,孝基,http://data.library.sh.cn/authority/temporal/2o3gtqmge22gyyrq
,,建武,,元颢,529,529,建武,http://data.library.sh.cn/authority/temporal/fn7349rgg9i8og9s
梁,梁,中大通,武帝,萧衍,529,534,梁中大通,http://data.library.sh.cn/authority/temporal/6oqqry3jv5cenu6b
,,,,高昌,530,530,,http://data.library.sh.cn/authority/temporal/pptpov5smktwp1ub
北魏,北魏,建义,孝庄帝,元子攸,530,530,北魏建义,http://data.library.sh.cn/authority/temporal/4hi1lne9o9593s5t
北魏,北魏,建明,长广王,元晔,530,531,北魏建明,http://data.library.sh.cn/authority/temporal/2xjouxridu8admxk
北魏,北魏,永安,孝庄帝,元子攸,530,530,北魏永安,http://data.library.sh.cn/authority/temporal/9961vy5q73kkqgi2
,,章和,,麴坚,531,548,章和,http://data.library.sh.cn/authority/temporal/yslxj5gr6kx2tcaj
北魏,北魏,普泰,节闵帝,元恭,531,532,北魏普泰,http://data.library.sh.cn/authority/temporal/uos2m24bv4usvsut
北魏,北魏,中兴,安定王,元朗,532,532,北魏中兴,http://data.library.sh.cn/authority/temporal/6ausf72kyuz6q2ps
北魏,北魏,太昌,孝武帝,元修,532,532,北魏太昌,http://data.library.sh.cn/authority/temporal/xqiae42z63d8vapa
北魏,北魏,永兴,安定王,元朗,533,533,北魏永兴,http://data.library.sh.cn/authority/temporal/q5mxn92fxbmy2uri
北魏,北魏,永熙,安定王,元朗,533,534,北魏永熙,http://data.library.sh.cn/authority/temporal/os2otx6sitda362u
东魏,东魏,天平,孝静帝,元善见,534,537,东魏天平,http://data.library.sh.cn/authority/temporal/m5kjmcy7mvyczv24
,,上愿,,鲜于琛,535,535,上愿,http://data.library.sh.cn/authority/temporal/3kc9jwuqowrlbgwe
梁,梁,大同,武帝,萧衍,535,546,梁大同,http://data.library.sh.cn/authority/temporal/i5c7tj45iiaueojs
西魏,西魏,大统,文帝,元宝炬,535,551,西魏大统,http://data.library.sh.cn/authority/temporal/738hpdq68vcwmv51
东魏,东魏,元象,孝静帝,元善见,538,539,东魏元象,http://data.library.sh.cn/authority/temporal/l6p4bsq5eui45fft
东魏,东魏,兴和,孝静帝,元善见,539,542,东魏兴和,http://data.library.sh.cn/authority/temporal/1ya17mgvuie55h4y
,,永汉,,刘敬躬,542,542,永汉,http://data.library.sh.cn/authority/temporal/r97ihouinavo3t2m
东魏,东魏,武定,孝静帝,元善见,543,550,东魏武定,http://data.library.sh.cn/authority/temporal/skwwcpfvi9dd4bgx
梁,梁,中大同,武帝,萧衍,546,547,梁中大同,http://data.library.sh.cn/authority/temporal/2tyi2qcjftdcvt37
梁,梁,太清,武帝,萧衍,547,549,梁太清,http://data.library.sh.cn/authority/temporal/2spys97m2mohdqir
,,正平,,萧正德,548,549,正平,http://data.library.sh.cn/authority/temporal/38id2fplfekva7e1
,,永平,,麴玄喜,549,550,永平,http://data.library.sh.cn/authority/temporal/bflucq9hdzaneurh
梁,梁,大宝,简文帝,萧纲,550,550,梁大宝,http://data.library.sh.cn/authority/temporal/fl7uo5xuecm2fyvp
,,太始,,侯景,551,552,太始,http://data.library.sh.cn/authority/temporal/hgm9jzzjwrsn9c98
,,和平,,麴□,551,554,和平,http://data.library.sh.cn/authority/temporal/rothvfeetyjldc5p
梁,梁,天正,豫章王,萧栋,551,553,梁天正,http://data.library.sh.cn/authority/temporal/98tnhht2qrixcete
北齐,北齐,天保,文宣帝,高洋,551,559,北齐天保,http://data.library.sh.cn/authority/temporal/j8fvqsnog8tp2fc3
梁,梁,承圣,元帝,萧绎,552,555,梁承圣,http://data.library.sh.cn/authority/temporal/n9u3rdpli664wlvt
西魏,西魏,元钦,废帝,NON,552,553,西魏元钦,http://data.library.sh.cn/authority/temporal/bc3qszaknsjenjny
西魏,西魏,,恭帝,拓跋廓,554,556,西魏,http://data.library.sh.cn/authority/temporal/qfltm9pik6417l4p
梁,梁,天正,元帝,萧绎,554,554,梁天正,http://data.library.sh.cn/authority/temporal/s48w819s76i1dgqk
梁,梁,绍泰,敬帝,萧方智,555,556,梁绍泰,http://data.library.sh.cn/authority/temporal/28q21ghtze1ef4ct
梁,梁,天成,贞阳侯,萧渊明,555,555,梁天成,http://data.library.sh.cn/authority/temporal/gy8l58cnvon7ipze
高昌,高昌,建昌,,麴宝茂,555,560,高昌建昌,http://data.library.sh.cn/authority/temporal/bm4jfr7fd1kiagl7
后梁,后梁,大定,宣帝,萧詧,555,562,后梁大定,http://data.library.sh.cn/authority/temporal/1jnm8o5chh47dkxj
梁,梁,太平,敬帝,萧方智,556,557,梁太平,http://data.library.sh.cn/authority/temporal/7e3zow6qrduqza1v
北周,北周,,孝闵帝,宇文觉,557,558,北周,http://data.library.sh.cn/authority/temporal/lervhlfwb2z2qn6d
北周,北周,,明帝,宇文毓,558,560,北周,http://data.library.sh.cn/authority/temporal/3bgxwceaiio37zpn
陈,陈,永定,武帝,陈霸先,558,560,陈永定,http://data.library.sh.cn/authority/temporal/mxdzbys2i6cqofq4
陈,陈,天嘉,文帝,陈蒨,560,566,陈天嘉,http://data.library.sh.cn/authority/temporal/hiw7ypcrq2n38v1u
北周,北周,武成,明帝,宇文毓,560,560,北周武成,http://data.library.sh.cn/authority/temporal/lzonxl4bklv55ntc
北齐,北齐,皇建,孝昭帝,高演,560,561,北齐皇建,http://data.library.sh.cn/authority/temporal/ch4fgxcu7sj5st2r
北齐,北齐,乾明,废帝,高殷,560,560,北齐乾明,http://data.library.sh.cn/authority/temporal/98mi65qdzg8j7btc
北周,北周,保定,武帝,宇文邕,561,565,北周保定,http://data.library.sh.cn/authority/temporal/sc7wp1b7if2jrgcu
北齐,北齐,太宁,武成帝,高湛,561,562,北齐大宁,http://data.library.sh.cn/authority/temporal/lu7aepjf7raprh8u
高昌,高昌,延昌,,麴乾固,561,601,高昌延昌,http://data.library.sh.cn/authority/temporal/dbvlcnjnf2w148ip
后梁,后梁,天保,明帝,萧岿,562,585,后梁天保,http://data.library.sh.cn/authority/temporal/knk5ma41orsmupev
北齐,北齐,河清,武成帝,高湛,562,565,北齐河清,http://data.library.sh.cn/authority/temporal/pox62snnep4y5tsm
北齐,北齐,天统,后主,高纬,565,569,北齐天统,http://data.library.sh.cn/authority/temporal/xutcww74pgau28fr
陈,陈,天康,文帝,陈蒨,566,566,陈天康,http://data.library.sh.cn/authority/temporal/ij81rtjs3lzbtt6y
北周,北周,天和,武帝,宇文邕,566,572,北周天和,http://data.library.sh.cn/authority/temporal/1a2vfo71739pnyhe
陈,陈,光大,废帝,陈伯宗,567,568,陈光大,http://data.library.sh.cn/authority/temporal/f31p4znozjo5bxtw
陈,陈,太建,宣帝,陈顼,569,582,陈太建,http://data.library.sh.cn/authority/temporal/nwi29bh1pc81gobn
北齐,北齐,武平,后主,高纬,570,576,北齐武平,http://data.library.sh.cn/authority/temporal/hpf8bpda868tp5qd
北周,北周,建德,武帝,宇文邕,572,578,北周建德,http://data.library.sh.cn/authority/temporal/1843d7oqqlvuker5
北齐,北齐,隆化,后主,高纬,576,577,北齐隆化,http://data.library.sh.cn/authority/temporal/oy3rem69qpftjeab
北齐,北齐,承光,幼主,高恒,577,577,北齐承光,http://data.library.sh.cn/authority/temporal/glvpbcmcui3yfien
北周,北周,宣政,宣帝,宇文赟,578,578,北周宣政,http://data.library.sh.cn/authority/temporal/28m71xdsg6t142m1
