dynasty_id,dynasty,reignTitle,monarch,monarchName,beginYear,endYear,label,uri
北周,北周,大成,宣帝,宇文赟,579,580,北周大成,http://data.library.sh.cn/authority/temporal/79d5kpgk9ovmeevq
北周,北周,大象,静帝,宇文阐,580,581,北周大象,http://data.library.sh.cn/authority/temporal/g2lvd1zjxxbrtdqa
北周,北周,大定,静帝,宇文阐,581,581,北周大定,http://data.library.sh.cn/authority/temporal/ipxw3qiit3ml6vsv
隋,隋,开皇,文帝,杨坚,582,600,隋开皇,http://data.library.sh.cn/authority/temporal/ylyobpybbk442ev6
陈,陈,至德,后主,陈叔宝,583,586,陈至德,http://data.library.sh.cn/authority/temporal/w8qj19cnomsor8ii
后梁,后梁,广运,,萧琮,586,587,后梁广运,http://data.library.sh.cn/authority/temporal/z5s8a31mj6h1gnj9
陈,陈,祯明,后主,陈叔宝,587,589,陈祯明,http://data.library.sh.cn/authority/temporal/dw2ksiby8di8mfis
隋,隋,,,,589,618,隋,http://data.library.sh.cn/authority/temporal/i9lwy7pb6y5rz8xo
隋,隋,仁寿,文帝,杨坚,601,604,隋仁寿,http://data.library.sh.cn/authority/temporal/ogfkafsjwbff2t1p
高昌,高昌,延和,,麴伯雅,602,613,高昌延和,http://data.library.sh.cn/authority/temporal/3tv79m84ap736v3x
隋,隋,大业,炀帝,杨广,605,618,隋大业,http://data.library.sh.cn/authority/temporal/3p7lhlwyzqjezwpt
,,白乌,,向海明,613,613,白乌,http://data.library.sh.cn/authority/temporal/w1k2rltayvdkfahm
,,大世,,刘迦论,614,614,大世,http://data.library.sh.cn/authority/temporal/gudsekjgaoqgxb9b
高昌,高昌,义和,,麴□,614,619,高昌义和,http://data.library.sh.cn/authority/temporal/bf218vii1c6fj4aq
,,昌达,,朱粲,615,619,昌达,http://data.library.sh.cn/authority/temporal/5nsz6pu5numz1ls5
,,始兴,,操师乞,616,616,始兴,http://data.library.sh.cn/authority/temporal/bg92fp1r8ceu2ncl
楚,楚,太平,,林士弘,616,622,楚太平,http://data.library.sh.cn/authority/temporal/m9mfgfyvjwjpnshj
,,丑平,,郭子和,617,618,丑平,http://data.library.sh.cn/authority/temporal/o8zgcy1ysvyu3cwl
,,天兴,,刘武周,617,620,天兴,http://data.library.sh.cn/authority/temporal/fc1bpe6kp4ip63wl
夏(窦建德),夏,丁丑,,窦建德,617,618,夏丁丑,http://data.library.sh.cn/authority/temporal/hm6tq9vl6nx7pa4l
魏,魏,永平,,李密,617,618,魏永平,http://data.library.sh.cn/authority/temporal/vvp4zppe81vsah87
秦,秦,秦兴,,薛举,617,618,秦秦兴,http://data.library.sh.cn/authority/temporal/41ngdn53nn6owyqr
梁,梁,永隆,,梁师都,617,628,梁永隆,http://data.library.sh.cn/authority/temporal/morqizkjdraq42gk
梁,梁,鸣凤,,萧铣,617,621,梁鸣凤,http://data.library.sh.cn/authority/temporal/jl1qvvfjrkb4igqb
唐,唐,,,,618,907,唐,http://data.library.sh.cn/authority/temporal/icdquglj1cgbekqk
,,安乐,,李轨,618,623,安乐,http://data.library.sh.cn/authority/temporal/gixwquy55qpdd4r9
隋,隋,义宁,恭帝,杨侑,618,618,隋义宁,http://data.library.sh.cn/authority/temporal/wq4sz9wjoq5f5kb5
燕,燕,始兴,,高开道,618,624,燕始兴,http://data.library.sh.cn/authority/temporal/c52xifg5c8f18ggk
夏(窦建德),夏,五凤,,窦建德,618,621,夏五凤,http://data.library.sh.cn/authority/temporal/fk9omvu42cf2rlao
唐,唐,武德,高祖,李渊,618,626,唐武德,http://data.library.sh.cn/authority/temporal/xjk8zocy2nz39f4a
隋,隋,皇泰,越王,杨侗,618,619,隋皇泰,http://data.library.sh.cn/authority/temporal/lh2dpz8t7h9lg47r
许,许,天寿,,宇文化及,618,619,许天寿,http://data.library.sh.cn/authority/temporal/ytj868kgun9tmahi
,,延康,,沈法兴,619,620,延康,http://data.library.sh.cn/authority/temporal/ol4o5apa2y4l7dnx
郑,郑,开明,,王世充,619,621,郑开明,http://data.library.sh.cn/authority/temporal/gw35dpw8zef5j2lz
许,许,明政,,李子通,619,620,许明政,http://data.library.sh.cn/authority/temporal/juj1xken5mzps2ki
,,重光,,麴文泰,621,622,重光,http://data.library.sh.cn/authority/temporal/15nlpikyfopksa3e
夏(刘黑闼),夏,天造,,刘黑闼,622,623,夏天造,http://data.library.sh.cn/authority/temporal/o21xjey9i9onrsyf
宋,宋,天明,,辅公祏,623,624,宋天明,http://data.library.sh.cn/authority/temporal/5un7d1ndqhv3nle9
,,延寿,,李轨,624,640,延寿,http://data.library.sh.cn/authority/temporal/elz6ohaatenfsqpj
唐,唐,贞观,太宗,李世民,627,649,唐贞观,http://data.library.sh.cn/authority/temporal/ivhicy3jc7akw912
唐,唐,永徽,高宗,李治,650,655,唐永徽,http://data.library.sh.cn/authority/temporal/i54m3tdernjlbaye
唐,唐,显庆,高宗,李治,656,661,唐显庆,http://data.library.sh.cn/authority/temporal/a83tnsv4hbgqpaoh
唐,唐,龙朔,高宗,李治,661,663,唐龙朔,http://data.library.sh.cn/authority/temporal/raxdblljged4j3jj
唐,唐,麟德,高宗,李治,664,665,唐麟德,http://data.library.sh.cn/authority/temporal/9a1xos9znk7yr7lt
唐,唐,乾封,高宗,李治,666,668,唐乾封,http://data.library.sh.cn/authority/temporal/7c6d4c9cuy5j9d48
唐,唐,总章,高宗,李治,668,670,唐总章,http://data.library.sh.cn/authority/temporal/1mkx1p81epm91exn
唐,唐,咸亨,高宗,李治,670,674,唐咸亨,http://data.library.sh.cn/authority/temporal/k47xbimzg7hi3fto
唐,唐,上元,高宗,李治,674,676,唐上元,http://data.library.sh.cn/authority/temporal/95qfwfs47amo82w2
唐,唐,仪凤,高宗,李治,676,679,唐仪凤,http://data.library.sh.cn/authority/temporal/aybvhok9afad2l8y
唐,唐,调露,高宗,李治,679,680,唐调露,http://data.library.sh.cn/authority/temporal/cwk37yyfyfqr3rk2
唐,唐,永隆,高宗,李治,680,681,唐永隆,http://data.library.sh.cn/authority/temporal/zxnbtb17jw9mr4zr
唐,唐,开耀,高宗,李治,681,682,唐开耀,http://data.library.sh.cn/authority/temporal/23jr3blzhqfd2jb1
唐,唐,永淳,高宗,李治,682,683,唐永淳,http://data.library.sh.cn/authority/temporal/u3prb7ld3m57yt1q
唐,唐,弘道,中宗,李显,683,683,唐弘道,http://data.library.sh.cn/authority/temporal/4jnzledbjybf7687
唐,唐,文明,睿宗,李旦,684,684,唐文明,http://data.library.sh.cn/authority/temporal/foqmhtas34c6csew
唐,唐,嗣圣,中宗,李显,684,684,唐嗣圣,http://data.library.sh.cn/authority/temporal/6nyfg4hekqcrgg5s
唐,唐,垂拱,,武则天,685,688,唐垂拱,http://data.library.sh.cn/authority/temporal/y6ni8cb3v6bv4n2o
唐,唐,光宅,,武则天,685,685,唐光宅,http://data.library.sh.cn/authority/temporal/t685mlpix24mt1iy
唐,唐,载初,,武则天,689,690,唐载初,http://data.library.sh.cn/authority/temporal/4m7nwdtgsyzoas1t
唐,唐,永昌,,武则天,689,689,唐永昌,http://data.library.sh.cn/authority/temporal/5afe2ax3pepg7beu
唐,唐,天授,,武则天,690,692,唐天授,http://data.library.sh.cn/authority/temporal/6c9o7qdszkzhly6b
唐,唐,如意,,武则天,692,693,唐如意,http://data.library.sh.cn/authority/temporal/pfakljj8344jkgb8
唐,唐,长寿,,武则天,693,694,唐长寿,http://data.library.sh.cn/authority/temporal/jfdp4rpvrgnlebrq
唐,唐,延载,,武则天,694,695,唐延载,http://data.library.sh.cn/authority/temporal/axye5peu5h3itf2e
唐,唐,天册万岁,,武则天,695,696,唐天册万岁,http://data.library.sh.cn/authority/temporal/udow65h1sq7epude
唐,唐,万岁通天,,武则天,696,696,唐万岁通天,http://data.library.sh.cn/authority/temporal/ghje3tv3yetnljdq
唐,唐,万岁登封,,武则天,696,697,唐万岁登封,http://data.library.sh.cn/authority/temporal/mwpg9mdtfrwo2zy9
唐,唐,神功,,武则天,697,697,唐神功,http://data.library.sh.cn/authority/temporal/yvywgmch95712tg3
唐,唐,圣历,,武则天,698,700,唐圣历,http://data.library.sh.cn/authority/temporal/qhfo69d9v6i2lpbw
渤海,渤海,大祚荣,,大祚荣,698,719,渤海大祚荣,http://data.library.sh.cn/authority/temporal/zar2siko9pg9ouxn
唐,唐,久视,,武则天,700,701,唐久视,http://data.library.sh.cn/authority/temporal/4d9pl47dct1wbxfd
唐,唐,大足,,武则天,701,702,唐大足,http://data.library.sh.cn/authority/temporal/8o8szbuwuf8111ru
唐,唐,长安,,武则天,702,703,唐长安,http://data.library.sh.cn/authority/temporal/huorbkh6pihlga4c
唐,唐,神龙,中宗,李显,704,707,唐神龙,http://data.library.sh.cn/authority/temporal/38zovt8kpb4ahfu3
唐,唐,景龙,中宗,李显,707,710,唐景龙,http://data.library.sh.cn/authority/temporal/2b58gkfnwmvusmeh
隋,隋,克复,宗,李重福,710,710,隋克复,http://data.library.sh.cn/authority/temporal/n8fuvld8vq69vrsq
唐,唐,唐隆,少帝,李重茂,710,710,唐唐隆,http://data.library.sh.cn/authority/temporal/f7z3xiljwyelh2dy
唐,唐,景云,睿宗,李旦,710,711,唐景云,http://data.library.sh.cn/authority/temporal/g4ct89v4qcg3wo8i
唐,唐,太极,睿宗,李旦,712,713,唐太极,http://data.library.sh.cn/authority/temporal/ujf3xika2bfetgjs
唐,唐,延和,睿宗,李旦,713,714,唐延和,http://data.library.sh.cn/authority/temporal/ry1qjc5m6idfdw91
唐,唐,开元,玄宗,李隆基,714,741,唐开元,http://data.library.sh.cn/authority/temporal/4ilyrfwurk4tysv8
唐,唐,先天,玄宗,李隆基,714,714,唐先天,http://data.library.sh.cn/authority/temporal/5nyr6anqrz1zld77
渤海,渤海,仁安,,大武艺,720,737,渤海仁安,http://data.library.sh.cn/authority/temporal/5ln4vououychnq9u
渤海,渤海,大兴,,大钦茂,738,793,渤海大兴,http://data.library.sh.cn/authority/temporal/baqj9ha351xi9c5f
唐,唐,天宝,玄宗,李隆基,742,756,唐天宝,http://data.library.sh.cn/authority/temporal/67uzpymf29id9u3r
南诏,南诏,阁逻凤,,NON,746,768,南诏阁逻凤,http://data.library.sh.cn/authority/temporal/yexkmubqdqmoigrx
燕,燕,圣武,,安禄山,756,756,燕圣武,http://data.library.sh.cn/authority/temporal/wdf7d3glijo3gm6y
唐,唐,至德,肃宗,李亨,756,758,唐至德,http://data.library.sh.cn/authority/temporal/8nm21s2dl3xd9dyf
燕,燕,载初,,安禄山,757,758,燕载初,http://data.library.sh.cn/authority/temporal/fc9ejhwai5vdc6mq
唐,唐,乾元,肃宗,李亨,758,760,唐乾元,http://data.library.sh.cn/authority/temporal/qggzgvmi8hshiedj
燕,燕,天成,,安禄山,758,759,燕天成,http://data.library.sh.cn/authority/temporal/eudsj3fli3drm369
燕,燕,应天,,史思明,760,760,燕应天,http://data.library.sh.cn/authority/temporal/otz23cwyrccer316
燕,燕,顺天,,史思明,760,761,燕顺天,http://data.library.sh.cn/authority/temporal/ji7oocbc7yif4i24
唐,唐,上元,肃宗,李亨,760,762,唐上元,http://data.library.sh.cn/authority/temporal/pjo78mpj4p17mxiw
,,黄龙,,段子璋,761,761,黄龙,http://data.library.sh.cn/authority/temporal/4woticeappxni1fo
燕,燕,显圣,,史朝义,761,763,燕显圣,http://data.library.sh.cn/authority/temporal/mkibn2kv9kbhyyio
,,宝胜,,袁晁,762,763,宝胜,http://data.library.sh.cn/authority/temporal/eynb14y6bvvfywc3
唐,唐,宝应,肃宗,李亨,762,763,唐宝应,http://data.library.sh.cn/authority/temporal/bihgz63ibxsty9y7
唐,唐,广德,代宗,李豫,763,765,唐广德,http://data.library.sh.cn/authority/temporal/99gy9g7il5zm2liv
唐,唐,永泰,代宗,李豫,765,766,唐永泰,http://data.library.sh.cn/authority/temporal/n758236dmmsyyxtz
唐,唐,大历,代宗,李豫,766,779,唐大历,http://data.library.sh.cn/authority/temporal/l2nvch79sm4wn4gp
南诏,南诏,长寿,,NON,769,779,南诏长寿,http://data.library.sh.cn/authority/temporal/bac4v7741luhikwq
唐,唐,建中,德宗,李适,780,783,唐建中,http://data.library.sh.cn/authority/temporal/tb7ax1fthukq9wkl
南诏,南诏,见龙,,异牟寻,780,783,南诏见龙,http://data.library.sh.cn/authority/temporal/pkq9epwjqx32i1x7
,,应天,,朱泚,783,784,应天,http://data.library.sh.cn/authority/temporal/rq2kppnoedhq7lzg
,,武成,,李希烈,784,786,武成,http://data.library.sh.cn/authority/temporal/vfq16n2k394r3lf4
,,天皇,,朱泚,784,784,天皇,http://data.library.sh.cn/authority/temporal/i16htr91e9vb76pj
唐,唐,兴元,德宗,李适,784,784,唐兴元,http://data.library.sh.cn/authority/temporal/pxd1bb9nsg8f6ujz
南诏,南诏,上元,,NON,784,,南诏上元,http://data.library.sh.cn/authority/temporal/4eljzv3hcnl3l1uv
唐,唐,贞元,德宗,李适,785,805,唐贞元,http://data.library.sh.cn/authority/temporal/6m4xcyzoyzpm8f1i
渤海,渤海,中兴,,大华屿,794,795,渤海中兴,http://data.library.sh.cn/authority/temporal/x25p2wk8iki1g51g
渤海,渤海,正历,,大嵩璘,795,809,渤海正历,http://data.library.sh.cn/authority/temporal/x1s9wxypvo1cts9f
唐,唐,永贞,顺宗,李诵,805,806,唐永贞,http://data.library.sh.cn/authority/temporal/mvgjsh7xa4p9jhrp
元封,元封,元封,,寻阁劝,806,806,元封元封,http://data.library.sh.cn/authority/temporal/xfc48hw5mt38ab23
唐,唐,元和,宪宗,李纯,807,821,唐元和,http://data.library.sh.cn/authority/temporal/ld8n85clxy5pj45e
元封,元封,应道,,寻阁劝,807,897,元封应道,http://data.library.sh.cn/authority/temporal/1emhr9vqeib236ke
元封,元封,龙兴,,劝龙晟,808,816,元封龙兴,http://data.library.sh.cn/authority/temporal/3h2zpkqfq89scxhn
渤海,渤海,永德,,大元瑜,809,812,渤海永德,http://data.library.sh.cn/authority/temporal/1tpvazzkrxl85xgi
渤海,渤海,朱雀,,大言义,812,818,渤海朱雀,http://data.library.sh.cn/authority/temporal/bclpg7fmvvchg83s
吐蕃,吐蕃,,,可黎可足,815,838,吐蕃,http://data.library.sh.cn/authority/temporal/l4wgkonx93zezisq
元封,元封,全义,,劝利晟,817,819,元封全义,http://data.library.sh.cn/authority/temporal/tja18bohkzug5n2d
渤海,渤海,太始,,大明忠,818,818,渤海太始,http://data.library.sh.cn/authority/temporal/hotph8pnahwwtdwk
渤海,渤海,建兴,,大仁秀,819,830,渤海建兴,http://data.library.sh.cn/authority/temporal/38eu1qsdvp5ogrbp
元封,元封,大丰,,劝利晟,820,823,元封大丰,http://data.library.sh.cn/authority/temporal/pwmsnciwo2zswmow
唐,唐,长庆,穆宗,李恒,822,824,唐长庆,http://data.library.sh.cn/authority/temporal/ir7yjb15ylqwgmdx
元封,元封,保和,,劝丰祐,824,839,元封保和,http://data.library.sh.cn/authority/temporal/ol6wih1uqml5pzxb
唐,唐,宝历,敬宗,李湛,825,828,唐宝历,http://data.library.sh.cn/authority/temporal/717u7nlmk7sg3upe
唐,唐,太和,文宗,李昂,828,835,唐太和,http://data.library.sh.cn/authority/temporal/l5y4ud74zvdl9rrs
渤海,渤海,咸和,,大彝震,830,857,渤海咸和,http://data.library.sh.cn/authority/temporal/wv6nj1zweff9huzu
唐,唐,开成,文宗,李昂,836,841,唐开成,http://data.library.sh.cn/authority/temporal/hwd2zd79qj4tl6sl
唐,唐,会昌,武宗,李炎,842,847,唐会昌,http://data.library.sh.cn/authority/temporal/c4yq3xxemqwakji4
唐,唐,大中,宣宗,李忱,848,860,唐大中,http://data.library.sh.cn/authority/temporal/qzdw1l1josb5528i
天启,天启,天启,,世隆,856,859,天启天启,http://data.library.sh.cn/authority/temporal/cjvnewa3qdalpr2k
渤海,渤海,,,大虔晃,857,871,渤海,http://data.library.sh.cn/authority/temporal/ce8bjqxuyc5j26dm
,,罗平,,裘甫,860,860,罗平,http://data.library.sh.cn/authority/temporal/cfmys5a6yw7t16rf
唐,唐,咸通,懿宗,李漼,860,875,唐咸通,http://data.library.sh.cn/authority/temporal/jiqfdmss4bjwpk2h
天启,天启,建极,,世隆,860,872,天启建极,http://data.library.sh.cn/authority/temporal/gx3jkdgky33h81jq
渤海,渤海,,,大玄锡,871,893,渤海,http://data.library.sh.cn/authority/temporal/irv5lwf5ezb79psz
天启,天启,法尧,,隆舜,873,877,天启法尧,http://data.library.sh.cn/authority/temporal/i9jjnl52ougictva
唐,唐,乾符,僖宗,李儇,875,879,唐乾符,http://data.library.sh.cn/authority/temporal/qxrrgsaik1qs4jyy
齐,齐,王霸,,黄巢,878,880,齐王霸,http://data.library.sh.cn/authority/temporal/ogx1jibufh37x7qv
天启,天启,贞明,大封民,隆舜,878,880,天启贞明,http://data.library.sh.cn/authority/temporal/dcw87xszp9a6ah5d
齐,齐,金统,,黄巢,880,884,齐金统,http://data.library.sh.cn/authority/temporal/7wkou8fwxosfafd1
唐,唐,广明,僖宗,李儇,880,881,唐广明,http://data.library.sh.cn/authority/temporal/sjghfyttikumyqy3
唐,唐,中和,僖宗,李儇,881,885,唐中和,http://data.library.sh.cn/authority/temporal/4wr6jlb61zezkjsv
天启,天启,承智,大封民,隆舜,881,886,天启承智,http://data.library.sh.cn/authority/temporal/zescq67i85zckyjz
唐,唐,光启,僖宗,李儇,885,888,唐光启,http://data.library.sh.cn/authority/temporal/wz4bw2uxd68kcqv5
,,建贞,,李煴,886,886,建贞,http://data.library.sh.cn/authority/temporal/g7ij32r4w8plqm77
天启,天启,大同,大封民,隆舜,887,890,天启大同,http://data.library.sh.cn/authority/temporal/cd9a851ozfbwsd7n
唐,唐,文德,僖宗,李儇,888,888,唐文德,http://data.library.sh.cn/authority/temporal/hkd6xm7ebqnzic2f
唐,唐,龙纪,昭宗,李晔,889,889,唐龙纪,http://data.library.sh.cn/authority/temporal/aexcemxi76u32762
唐,唐,大顺,昭宗,李晔,890,891,唐大顺,http://data.library.sh.cn/authority/temporal/hesbbap7ag4tvfie
天启,天启,嵯耶,大封民,隆舜,891,897,天启嵯耶,http://data.library.sh.cn/authority/temporal/pxpj5uik7zbd1e3a
唐,唐,景福,昭宗,李晔,892,893,唐景福,http://data.library.sh.cn/authority/temporal/a9deicuov12dvuui
渤海,渤海,,,大玮瑎,894,906,渤海,http://data.library.sh.cn/authority/temporal/8iqnqmwdy16fka6z
唐,唐,乾宁,昭宗,李晔,894,898,唐乾宁,http://data.library.sh.cn/authority/temporal/ankpxue4u2cvjwv6
,,顺天,,董昌,895,896,顺天,http://data.library.sh.cn/authority/temporal/8n33ybpj8pgoufpc
唐,唐,光化,昭宗,李晔,898,901,唐光化,http://data.library.sh.cn/authority/temporal/gv5rzozq454y6s6q
天启,天启,中兴,,舜化贞,898,902,天启中兴,http://data.library.sh.cn/authority/temporal/7gkvt5quno738ocg
唐,唐,天复,昭宗,李晔,901,904,唐天复,http://data.library.sh.cn/authority/temporal/wi6cjfwvjp3y5s83
吴,吴,天复,,杨行密,902,903,吴天复,http://data.library.sh.cn/authority/temporal/kam1vg3wl8lryeqy
天启,天启,安国,大长和,郑买嗣,903,907,天启安国,http://data.library.sh.cn/authority/temporal/f9knvmtlk6ijxi7d
吴,吴,天祐,,杨行密,904,905,吴天祐,http://data.library.sh.cn/authority/temporal/hqgmpd4j3it27qty
唐,唐,天祐,袁帝,李祝,904,907,唐天祐,http://data.library.sh.cn/authority/temporal/slxysx34uqmlt3ae
吴,吴,天祐,,杨渥,905,919,吴天祐,http://data.library.sh.cn/authority/temporal/9re19pl2w2hiwg7s
契丹,契丹,,辽太祖,耶律阿保机,907,916,契丹,http://data.library.sh.cn/authority/temporal/leddtfupfigfl271
五代,五代,,,,907,960,五代,http://data.library.sh.cn/authority/temporal/mcwzpg3bobv41ks9
渤海,渤海,,,大諲譔,907,926,渤海,http://data.library.sh.cn/authority/temporal/kuvnpho9wvo4azic
闽,闽,开平,,王审知,907,910,闽开平,http://data.library.sh.cn/authority/temporal/xow4kjhuhwtwm9h7
后梁,后梁,开平,太祖,朱温,907,911,后梁开平,http://data.library.sh.cn/authority/temporal/k8nfaozm6zlqjwl6
南诏,南诏,安国,大长和,郑买嗣,907,909,南诏安国,http://data.library.sh.cn/authority/temporal/dfj2wfngat1odxos
吴越,吴越,天祐,,钱镠,907,907,吴越天祐,http://data.library.sh.cn/authority/temporal/i2jly75ek5qrskd6
前蜀,前蜀,天复,,王建,907,907,前蜀天复,http://data.library.sh.cn/authority/temporal/llp6bmh7og9cau3t
渤海,渤海,大諲譔,,NON,907,925,渤海大諲譔,http://data.library.sh.cn/authority/temporal/4nmtxmmzucbabvy6
吴越,吴越,天宝,,钱镠,908,912,吴越天宝,http://data.library.sh.cn/authority/temporal/vgol66ebyi9cpyps
前蜀,前蜀,武成,,王建,908,910,前蜀武成,http://data.library.sh.cn/authority/temporal/btddluhogq1dfu1r
南诏,南诏,始元,,郑仁旻,910,912,南诏始元,http://data.library.sh.cn/authority/temporal/qsahxrs56h4iwmfk
燕,燕,应天,,刘守光,911,913,燕应天,http://data.library.sh.cn/authority/temporal/xvqhmha7dcta4q12
闽,闽,乾化,,王审知,911,915,闽乾化,http://data.library.sh.cn/authority/temporal/9faq4n3lg6q5w2zr
前蜀,前蜀,永平,,王建,911,915,前蜀永平,http://data.library.sh.cn/authority/temporal/zkrgejk2v7xxvy9w
后梁,后梁,乾化,太祖,朱温,911,912,后梁乾化,http://data.library.sh.cn/authority/temporal/f3pxoagzq4rub8np
于阗,于阗,同庆,,李圣天,912,940,于阗同庆,http://data.library.sh.cn/authority/temporal/5i64xuk4xldt5w8m
闽,闽,凤历,,王审知,913,914,闽凤历,http://data.library.sh.cn/authority/temporal/rotzvbso4tlzyk8a
吴越,吴越,凤历,,钱镠,913,913,吴越凤历,http://data.library.sh.cn/authority/temporal/rjgha3lp1bianyuw
后梁,后梁,凤历,,朱友珪,913,914,后梁凤历,http://data.library.sh.cn/authority/temporal/wyf65nzjiaqopsjk
南诏,南诏,天瑞景星？,,郑仁旻,913,915,南诏天瑞景星？,http://data.library.sh.cn/authority/temporal/av67kbintddp99ur
后梁,后梁,乾化,末帝,朱友贞,914,915,后梁乾化,http://data.library.sh.cn/authority/temporal/ve1mkvjps9t5ruvl
吴越,吴越,乾化,,钱镠,914,915,吴越乾化,http://data.library.sh.cn/authority/temporal/xukf7owo57ovwpgf
闽,闽,贞明,,王审知,915,921,闽贞明,http://data.library.sh.cn/authority/temporal/repcgzzqfe3flwq8
吴越,吴越,贞明,,钱镠,915,920,吴越贞明,http://data.library.sh.cn/authority/temporal/sj6ch7t9b9hihjbx
后梁,后梁,贞明,末帝,朱友贞,915,921,后梁贞明,http://data.library.sh.cn/authority/temporal/zupo46abl49sqwy1
前蜀,前蜀,通正,,王建,916,916,前蜀通正,http://data.library.sh.cn/authority/temporal/thhs5y6zd9g7jayh
契丹,契丹,神册,辽太祖,耶律阿保机,916,922,契丹神册,http://data.library.sh.cn/authority/temporal/q21x6eymfftab6xi
南汉,南汉,乾亨,,刘䶮,916,925,南汉乾亨,http://data.library.sh.cn/authority/temporal/lw1va36mdxl4td7z
南诏,南诏,安和？,,郑仁旻,916,920,南诏安和？,http://data.library.sh.cn/authority/temporal/9r1ux5hmbolx5sen
前蜀,前蜀,天汉,,王建,917,917,前蜀天汉,http://data.library.sh.cn/authority/temporal/a2g8ete1xhqvely2
前蜀,前蜀,光天,,王建,918,919,前蜀光天,http://data.library.sh.cn/authority/temporal/jfbumex3d5g8lmz4
吴,吴,武义,,杨隆演,919,921,吴武义,http://data.library.sh.cn/authority/temporal/7us1ctdwnbb78yz3
前蜀,前蜀,乾德,,王衍,920,925,前蜀乾德,http://data.library.sh.cn/authority/temporal/m7dspafau26tdr3c
闽,闽,龙德,,王审知,921,923,闽龙德,http://data.library.sh.cn/authority/temporal/zmwc1jj9hhds6rz3
吴,吴,顺义,,杨溥,921,927,吴顺义,http://data.library.sh.cn/authority/temporal/gwpz2r3g2kptdnyr
吴越,吴越,龙德,,钱镠,921,923,吴越龙德,http://data.library.sh.cn/authority/temporal/5c5i3a6lul9veor7
南平,南平,顺义,,高季兴,921,925,荆南顺义,http://data.library.sh.cn/authority/temporal/a9ki3nxibd4uo16f
后梁,后梁,龙德,末帝,朱友贞,921,923,后梁龙德,http://data.library.sh.cn/authority/temporal/lq7qiovvkxjjo4bc
南诏,南诏,贞祐？,,郑仁旻,921,921,南诏贞祐？,http://data.library.sh.cn/authority/temporal/4dqzjs52i7mqa2ir
契丹,契丹,天赞,辽太祖,耶律阿保机,922,926,契丹天赞,http://data.library.sh.cn/authority/temporal/ymkokymybmde9e6t
南诏,南诏,初历？,,郑仁旻,922,925,南诏初历？,http://data.library.sh.cn/authority/temporal/ruotglyiwg9wqzt9
闽,闽,同光,,王审知,924,925,闽同光,http://data.library.sh.cn/authority/temporal/3fmymjisnzr6x3kn
吴越,吴越,宝大,,钱镠,924,925,吴越宝大,http://data.library.sh.cn/authority/temporal/tukm11dvhdet8lrs
后唐,后唐,同光,庄宗,李存勗,924,926,后唐同光,http://data.library.sh.cn/authority/temporal/kc511ful8w2f7sgk
南汉,南汉,白龙,,刘䶮,925,928,南汉白龙,http://data.library.sh.cn/authority/temporal/ohmxxbhrnnptnd87
前蜀,前蜀,咸康,,王衍,925,925,前蜀咸康,http://data.library.sh.cn/authority/temporal/n3bv41hw1hoihwy8
南诏,南诏,,,郑仁旻,926,926,南诏,http://data.library.sh.cn/authority/temporal/2qfjzr26n4jm7csv
闽,闽,天成,,王延翰,926,930,闽天成,http://data.library.sh.cn/authority/temporal/e5x7bbsfjyuvnbwh
吴越,吴越,宝正,,钱镠,926,932,吴越宝正,http://data.library.sh.cn/authority/temporal/w1xf56zalz3rshee
东丹,东丹,甘露,,耶律倍,926,936,东丹甘露,http://data.library.sh.cn/authority/temporal/fl2nlo88zqwfgg9h
后唐,后唐,天成,明宗,李嗣源,926,930,后唐天成,http://data.library.sh.cn/authority/temporal/17rh11efb2ayla1y
南平,南平,天成,,高季兴,926,930,荆南天成,http://data.library.sh.cn/authority/temporal/cen2517zxfwbc1ub
契丹,契丹,天显,辽太祖,耶律阿保机,926,938,契丹天显,http://data.library.sh.cn/authority/temporal/muumc1pvudg9uchg
楚,楚,天成,,马殷,927,930,楚天成,http://data.library.sh.cn/authority/temporal/xl9983qha7m1cbc1
吴,吴,乾贞,,杨溥,927,929,吴乾贞,http://data.library.sh.cn/authority/temporal/szs1q37ply1zsodm
南诏,南诏,天应,,郑隆亶,927,927,南诏天应,http://data.library.sh.cn/authority/temporal/73zu8nlqmgd8tbzk
南诏,南诏,尊圣,大天兴,赵善政,928,929,南诏尊圣,http://data.library.sh.cn/authority/temporal/u6cro85htcfxaswu
南汉,南汉,大有,,刘䶮,928,942,南汉大有,http://data.library.sh.cn/authority/temporal/lwjij4fpyniogaw5
南平,南平,乾贞,,高季兴,928,929,荆南乾贞,http://data.library.sh.cn/authority/temporal/3bgn34o6mf6he3nd
吴,吴,太和,,杨溥,929,935,吴太和,http://data.library.sh.cn/authority/temporal/82nsyyajz3d9xpxd
闽,闽,长兴,,王延翰,930,932,闽长兴,http://data.library.sh.cn/authority/temporal/g7b8ns3a7yyr88op
楚,楚,长兴,,马希声,930,933,楚长兴,http://data.library.sh.cn/authority/temporal/utvufasles55n6wt
南平,南平,大和,,高从诲,930,930,荆南大和,http://data.library.sh.cn/authority/temporal/inkwf7t6sdf89yqb
后唐,后唐,长兴,明宗,李嗣源,930,933,后唐长兴,http://data.library.sh.cn/authority/temporal/3uwlf22znq8558rl
南平,南平,长兴,,高从诲,930,933,荆南长兴,http://data.library.sh.cn/authority/temporal/8zi8npfazemfsj5d
